26.5928737,-80.2023963,Wellington South,NEC US 441 & Lantana Rd,5900 State Rd 7,Lake Worth,FL,33449-5438,Palm Beach County
26.6070192,-81.9771702,Cape Coral,NWC Veterans Pkwy & Santa Barbara,2430 Santa Barbara Blvd,Cape Coral,FL,33914-4485,Lee County
26.6154919,-81.8017638,Fort Myers North,NEC I-75 & Colonial Blvd,9350 Dynasty Dr,Ft Myers,FL,33905-5574,Lee County
26.6177779,-80.1373689,Greenacres,SWC Lake Worth & Sherwood For,5900 Lake Worth Rd,Greenacres,FL,33463-3212,Palm Beach County
26.6690114,-81.9327467,Cape Coral North,SEC Pine Island Rd & Pondella Rd,1890 NE Pine Island Rd,Cape Coral,FL,33909-1733,Lee County
26.7113334,-80.2029224,Royal Palm Beach,NWC Okeechobee Blvd & Rt 7,10155 Okeechobee Blvd,West Palm Beach,FL,33411-1404,Palm Beach County
26.7222285,-80.0855756,West Palm Beach,SWC Palm Beach Lakes Blvd & N Congress Ave,1760 Palm Beach Lakes Blvd,West Palm Beach,FL,33401-2008,Palm Beach County
26.805156,-80.082842,Lake Park/Palm Beach Gardens,SEC Congress Ave & Northlake Blvd,500 N Congress Ave,Lake Park,FL,33403-3802,Palm Beach County
27.013019,-82.1421002,Port Charlotte,SEC Rte 776 & US 41,1400A Tamiami Trl,Port Charlotte,FL,33948-1004,Charlotte County
27.0522673,-82.3910975,Venice,NEC Jacaranda & US 41,4271 Tamiami Trl S,Venice,FL,34293-5131,Sarasota County
27.2285462,-82.4925682,Sarasota,NEC US 41 & Marbeth,8401 S Tamiami Trl,Sarasota,FL,34238-2927,Sarasota County
27.2367697,-80.272092,Stuart,NWC Hwy 1 & Britt Rd,2650 NW Federal Hwy,Stuart,FL,34994-9318,Martin County
27.2699573,-80.4261704,Port St Lucie,NWC I-95 & SW Tradition Blvd,10720 SW Village Pkwy,Port Saint Lucie,FL,34987-2188,St Lucie County
27.3360306,-82.4626919,North Sarasota,SEC Fruitville Rd & Honore Ave,5350 Fruitville Rd,Sarasota,FL,34232-6401,Sarasota County
27.3869366,-82.4584497,University Parkway,SWC I-75 & University Pkwy,101 N Cattlemen Rd,Sarasota,FL,34243-4700,Sarasota County
27.4322772,-82.5784264,Bradenton,NWC US 41 & Bayshore Gardens,6150 14th St W,Bradenton,FL,34207-4622,Manatee County
27.5156841,-99.4520208,Laredo East,SWC Loop 20 & Clark Blvd,1910 Bob Bullock Loop,Laredo,TX,78043-9733,Webb County
27.5697834,-99.4993976,Laredo,NEC I-35 & Del Mar Blvd W,7501 San Dario Ave,Laredo,TX,78045-7207,Webb County
27.6407994,-80.4477424,Vero Beach,NWC Kings Hwy & Rte 60,5800 20th St,Vero Beach,FL,32966-1017,Indian River County
27.7062311,-97.3725033,Corpus Christi,SWC Padre Island & S Staples,5425 S Padre Island Dr,Corpus Christi,TX,78411-5301,Nueces County
27.8120981,-82.7563284,Park & Tyrone,NWC Park St & Tyrone Blvd,4450 Park St N,Saint Petersburg,FL,33709-4020,Pinellas County
27.8371564,-82.6821753,Pinellas Park,SWC US 19 & Park Blvd,7150 US 19 N,Pinellas Park,FL,33781-4600,Pinellas County
27.8466172,-82.6469234,St Petersburg Gateway,SEC ML King & 83rd Ave N,8151 Dr Martin Luther King St N,Saint Petersburg,FL,33702-4111,Pinellas County
27.8922799,-82.7854205,Largo,SEC Ulmerton Rd & Seminole Blvd,10500 Ulmerton Rd,Largo,FL,33771-3544,Pinellas County
27.8950581,-82.5050962,Gandy,NEC Gandy Blvd & Dale Mabry,3625 W Gandy Blvd,Tampa,FL,33611-2607,Hillsborough County
27.8957617,-82.3334822,Brandon South,NEC US Hwy 301 & Bloomingdale Ave,10150 Bloomingdale Ave,Riverview,FL,33578-3612,Hillsborough County
27.9363231,-82.323624,Brandon,SWC Brandon Blvd & Providence,187 Brandon Town Center Dr,Brandon,FL,33511-4754,Hillsborough County
27.9565611,-82.508732,Tampa Central Walter's Crossing,NWC I-275 & Dale Mabry Hwy,1544 N Dale Mabry Hwy,Tampa,FL,33607-2551,Hillsborough County
27.9584761,-82.7239382,Clearwater,SEC US 19 & SR 60,2747 Gulf To Bay Blvd,Clearwater,FL,33759-3945,Pinellas County
27.9996828,-81.9724024,Lakeland South,NEC Polk Pkwy & Harden Blvd,3570 Harden Blvd,Lakeland,FL,33803-5928,Polk County
28.016204,-82.6127331,Tampa West,NWC W Hillsborough Ave & Pistol Range Rd,11627 W Hillsborough Ave,Tampa,FL,33635-9736,Hillsborough County
28.028028,-82.5487952,Town & Country,NWC Waters Ave & Veterans Expy,6295 W Waters Ave,Tampa,FL,33634-1100,Hillsborough County
28.0388537,-80.6611085,West Melbourne,NWC I-95 & Palm Bay Rd,4305 Norfolk Pkwy,Melbourne,FL,32904-8605,Brevard County
28.0634006,-82.7076828,Boot Ranch,NWC Hwy 584 & East Lake,900 E Lake Rd,Palm Harbor,FL,34685-2430,Pinellas County
28.0720124,-82.4278292,University Plaza,NWC Fletcher Ave & 30th St,13658 University Plaza St,Tampa,FL,33613-4649,Hillsborough County
28.0803942,-80.6654944,Melbourne,NEC New Haven Ave & Dayton Blvd,2750 W New Haven Ave,Melbourne Village,FL,32904-3706,Brevard County
28.0891267,-82.5052781,North Dale Mabry,NWC Dale Mabry Hwy & Ehrlich,15240 N Dale Mabry Hwy,Tampa,FL,33618-1809,Hillsborough County
28.0928199,-81.9706041,Lakeland North,NEC US 98 & Sharon Dr,4005 US Highway 98 N,Lakeland,FL,33809-3815,Polk County
28.1731407,-82.4697563,Tampa North,NEC Dale Mabry Hwy & County Line Rd,1040 Dale Mabry Hwy,Lutz,FL,33548-3004,Pasco County
28.1734302,-82.3560449,New Tampa,NWC Rte 581 & County Line Rd,1201 County Rd 581,Wesley Chapel,FL,33544-9261,Pasco County
28.2009613,-82.6638011,Seven Springs,SEC SR 54 & Little Rd,2900 Little Rd,Trinity,FL,34655-4420,Pasco County
28.2277362,-80.7198137,Viera,SWC I-95 & Wickham Rd,8455 N Wickham Rd,Melbourne,FL,32940-6607,Brevard County
28.2334183,-81.6442867,NE Polk County,SEC I-4 & US Hwy 27,5000 Grandview Pkwy,Davenport,FL,33837-2300,Polk County
28.3320684,-81.4711983,Kissimmee West,NEC 192 & Rt 535,4795 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34746-5332,Osceola County
28.3436575,-81.6138249,Orlando SW,SEC SR 429 & US Hwy 192,3200 Rolling Oaks Blvd,Kissimmee,FL,34747-3052,Osceola County
28.3699325,-81.4077514,Hunters Creek,SWC Orange Blossom & Cntrl FL Grnwy,2155 Town Center Blvd,Orlando,FL,32837-6801,Orange County
28.386274,-80.7051943,Merritt Island,NWC Hwy 3 & Crockett Blvd,250 Crockett Blvd,Merritt Island,FL,32953-4395,Brevard County
28.4496054,-81.3912566,Orlando South,SEC Sand Lake Rd & Golden Sky Ln,880 Sand Lake Rd,Orlando,FL,32809-7710,Orange County
28.4786019,-82.4796508,Spring Hill East,SEC Suncoast Pkwy Toll & Spring Hill Dr,3101 Aerial Way,Brooksville,FL,34604-0629,Hernando County
28.493266,-81.4306696,Orlando Millenia,NEC I-4 & Conroy Rd,4750 Millenia Plaza Way,Orlando,FL,32839-2434,Orange County
28.4959129,-82.5984861,Spring Hill,NWC US 19 & Lake in the Woods,4401 Commercial Way,Spring Hill,FL,34606-1914,Hernando County
28.515619,-81.380099,Orlando - Sodo,SWC Orange Ave & Grant St,120 W Grant St,Orlando,FL,32806-3932,Orange County
28.5205617,-81.5851465,Winter Garden,NWC SR 429 & Hwy 535,3343 Daniels Rd,Winter Garden,FL,34787,Orange County
28.5497361,-81.7053192,Clermont,NEC Hwy 50 & Hancock Rd,2660 East Hwy 50,Clermont,FL,34711-6034,Lake County
28.5514209,-80.8419603,Titusville,SEC Columbia Blvd & Windover Way,3055 Columbia Blvd,Titusville,FL,32780-7865,Brevard County
28.5529785,-81.2008571,Waterford Lakes,NEC Alafaya Trail & Eastern Ex,325 N Alafaya Trl,Orlando,FL,32828-7012,Orange County
28.5557128,-81.3450742,East Colonial,NWC Maguire Blvd & E Colonial,718 Maguire Blvd,Orlando,FL,32803-3706,Orange County
28.5947144,-81.2876694,Orlando East,SWC University Blvd & Goldenrod,3770 N Goldenrod Rd,Winter Park,FL,32792-8832,Orange County
28.6575244,-81.2350667,Oviedo,NWC Red Bug Rd & Eastrn Beltwy,820 Oviedo Mall Blvd,Oviedo,FL,32765-9348,Seminole County
28.6625357,-81.4180516,Altamonte Springs,SEC Semoran Dr & Forest City,886 W State Road 436,Altamonte Springs,FL,32714-3006,Seminole County
28.6711878,-81.3409932,Casselberry,SWC US 17/92 & Melody Ln,4410 S Highway 17 92,Casselberry,FL,32707-3290,Seminole County
28.754256,-81.3483881,Lake Mary,SWC Lake Mary Blvd & Greenwood,4155 W Lake Mary Blvd,Lake Mary,FL,32746-2410,Seminole County
28.797932,-81.3367906,Sanford,NEC Town Center Blvd & SR 417,1201 WP Ball Blvd,Sanford,FL,32771-7204,Seminole County
28.8192319,-81.6683649,Mt Dora,SEC US 441 & Eudora Rd,17450 US Highway 441,Mount Dora,FL,32757-6748,Lake County
28.8660124,-96.999419,Victoria,NWC Hwy 77 & Hwy 463,7608 NE Zac Lentz Pkwy,Victoria,TX,77904-1390,Victoria County
28.9163608,-81.2923796,Orange City,NEC Enterprise Rd & Saxon,2575 Enterprise Rd,Orange City,FL,32763-7960,Volusia County
28.9333282,-81.9405488,Lady Lake,SWC US 441 & Rolling Acres Rd,716 N US Highway 441,The Villages,FL,32159-3194,Lake County
29.0504687,-95.4650988,Lake Jackson,SWC 332 & CR 856,202 Highway 332 W,Lake Jackson,TX,77566-4013,Brazoria County
29.1102209,-81.0287449,Port Orange,NEC I-95 & Dunlawton Ave,1771 Dunlawton Ave,Port Orange,FL,32127-4757,Volusia County
29.1742943,-82.1567108,Ocala,NEC College Rd & 17th St,2000 SW College Rd,Ocala,FL,34471-3020,Marion County
29.1839244,-81.0800694,Daytona Beach,NEC Williamson & Volusia Dr,2380 W International Speedway Blvd,Daytona Beach,FL,32114-1116,Volusia County
29.290677,-94.840335,Galveston,NWC Broadway Ave & 61st St,6128 Broadway St,Galveston,TX,77551-1030,Galveston County
29.354027,-98.4360479,San Antonio SE,NWC Goliad & SE Military Dr,3227 SE Military Dr,San Antonio,TX,78223-3876,Bexar County
29.3555161,-98.5430117,SW Military Drive,SWC S Military Dr & Zarzamora,2810 SW Military Dr,San Antonio,TX,78224-1032,Bexar County
29.4391056,-98.6495241,San Antonio Westover,NWC Loop 410 & Hwy 151,8223 State Highway 151,San Antonio,TX,78245-2104,Bexar County
29.4661002,-95.0845174,League City,SEC I-45 & FM 646,1801 Gulf Fwy,Dickinson,TX,77539-3207,Galveston County
29.4776831,-81.2188571,Palm Coast,NEC SR 100 & Belle Terre Pkwy,5100 E Highway 100,Palm Coast,FL,32164-2365,Flagler County
29.4833177,-98.3489845,San Antonio Far E,SWC FM 78 & Woodlake Pkwy,7014 FM 78,San Antonio,TX,78244-1758,Bexar County
29.4891404,-98.4473656,Alamo Heights,NEC Austin Hwy & Mount Calvary Rd,1223 Austin Hwy,San Antonio,TX,78209,Bexar County
29.4930732,-98.7097702,San Antonio Culebra,SWC Loop 1604 & Culebra Rd,5355 W Loop 1604 N,San Antonio,TX,78253-5300,Bexar County
29.4931108,-98.5509826,Balcones Heights Crossroads,SEC Fredericksburg Rd. & NW Loop 410,4522 Fredricksburg Rd,Balcones Heights,TX,78201-6521,Bexar County
29.5201765,-98.5025103,Park North,SEC I-410 & Blanco Rd,746 NW Loop 410,San Antonio,TX,78216-5609,Bexar County
29.5360368,-95.1514026,Baybrook,SWC Bay Area Blvd & Glenwest Dr,1801 W Bay Area Blvd,Webster,TX,77598-3403,Harris County
29.5387829,-95.022752,Clear Lake Shores,SEC FM 2094 & Hanson Rd,255 Marina Bay Dr,Clear Lake Shores,TX,77565-2671,Galveston County
29.5477102,-98.6631862,San Antonio West,SEC 1604 Loop & Bandera Rd,11311 Bandera Rd,San Antonio,TX,78250-6812,Bexar County
29.5483848,-95.7515463,Rosenberg,NWC US Hwy 59 & FM 762 Rd,23912 Commercial Dr,Rosenberg,TX,77471-6204,Fort Bend County
29.5531878,-95.3833335,Pearland,SEC Rte 288 & Rte 518,3045 Silverlake Village St,Pearland,TX,77584-8080,Brazoria County
29.564629,-98.4797604,Bitters,NEC Hwy 281 & Bitters Rd,13700 San Pedro Ave,San Antonio,TX,78232-4332,Bexar County
29.5656404,-95.5679936,Missouri City,SWC Hwy 6 & Murphy Rd,6000 Highway 6,Missouri City,TX,77459-4163,Fort Bend County
29.5685924,-98.3270984,San Antonio NE,NEC I-35 & Loop 1604,8234 Agora Pkwy,Selma,TX,78154-1304,Bexar County
29.5962451,-95.6276874,Sugar Land,SWC US 59 & Rte 6,16300 Southwest Fwy,Sugar Land,TX,77479-2371,Fort Bend County
29.5972327,-90.7122368,Houma,NWC MLK Blvd & Enterprise Rd,1727 Martin Luther King Jr Blvd,Houma,LA,70360-2409,Terrebonne Parish
29.6024031,-95.2642786,Houston South,NEC Beltway 8 & Monroe Rd,8503 S Sam Houston Pkwy E,Houston,TX,77075-4857,Harris County
29.6060363,-98.5969161,La Cantera,SEC I-10 W & La Cantera Pkwy,17502 La Cantera Pkwy,San Antonio,TX,78257-8202,Bexar County
29.6122037,-98.5105742,San Antonio North,NWC Loop 1604 & Blanco Rd,18255 Blanco Rd,San Antonio,TX,78258-4585,Bexar County
29.6211973,-82.3842342,Gainesville,NEC SW Archer Rd & Hwy 75,3970 SW Archer Rd,Gainesville,FL,32608-2342,Alachua County
29.6526752,-95.1529022,Pasadena,NEC Beltway 8 & Fairmont Pkwy,5757 Fairmont Pkwy,Pasadena,TX,77505-3905,Harris County
29.653743,-98.4448903,Stone Oak,NEC Hwy 281 & Stone Oak Pkwy,22832 US Highway 281 N,San Antonio,TX,78258-7430,Bexar County
29.6870582,-95.4621162,Houston Meyerland,SWC Loop 610 & Beechnut St,300 Meyerland Plaza Mall,Houston,TX,77096-1611,Harris County
29.6928069,-95.4190884,Houston South Central,SWC S Main St & Braesmain St,8500 Main St,Houston,TX,77025-2703,Harris County
29.7313838,-98.0735993,New Braunfels,NEC I-35 & FM 483,135 Creekside Way,New Braunfels,TX,78130-6248,Comal County
29.7327617,-95.6273405,Houston Far West,SWC Eldridge Rd & Westheimer Ave,2700 Eldridge Pkwy,Houston,TX,77082-6870,Harris County
29.7345591,-95.5178292,Westheimer,SEC Westheimer Rd & Crossview Dr,8605 Westheimer Rd,Houston,TX,77063-4201,Harris County
29.735006,-95.5678431,Westchase,SWC Westheimer & Wilcrest,10801 Westheimer Rd,Houston,TX,77042-3201,Harris County
29.7362647,-95.776226,Katy West,NWC Grand Pkwy & Westheimer Pkwy,23710 Westheimer Pkwy,Katy,TX,77494-3605,Fort Bend County
29.7445965,-95.4531166,Galleria,SWC San Felipe & Bancroft,4323 San Felipe St,Houston,TX,77027-3406,Harris County
29.7719603,-94.9758885,Baytown,NEC Garth & Baker Roads,4510 Garth Rd,Baytown,TX,77521-2124,Harris County
29.7742988,-95.3850347,Houston Central,SWC I-10 & Taylor St,2580 Shearn St,Houston,TX,77007,Harris County
29.7821867,-95.7160661,Katy,SEC Fry & I-10,19955 Katy Fwy,Houston,TX,77094-1019,Harris County
29.7830109,-95.5421834,Houston Memorial,SEC Gessner & Hwy 10,984 Gessner Rd,Houston,TX,77024-2505,Harris County
29.8465724,-97.9710335,San Marcos,NWC I-35 & McCarty Ln,700 Barnes Dr,San Marcos,TX,78666-6187,Hays County
29.8491707,-95.5023268,Houston NW,NEC US 290 & Hollister Rd,13250 Northwest Fwy,Houston,TX,77040-6003,Harris County
29.8761501,-81.3221761,St Augustine,NEC US 1 & Arapahoe Ave,1440 US Hwy 1 S,Saint Augustine,FL,32084-4211,St Johns County
29.8781481,-95.6454613,Copperfield,SWC Hwy 6 & FM 529,6955 Highway 6 N,Houston,TX,77084-1313,Harris County
29.8900595,-90.0531388,Harvey,SEC Manhattan Blvd & Gretna Blvd,1731 Manhattan Blvd,Harvey,LA,70058-3409,Jefferson Parish
29.920406,-95.6068219,Steeplechase,SWC FM 1960 & Eldridge Pkwy,12701 FM 1960 Rd W,Houston,TX,77065-4014,Harris County
29.9481237,-93.9894991,Port Arthur,SEC US 69 & TX Hwy 365,3100 Highway 365 Ste 90,Port Arthur,TX,77642-7796,Jefferson County
29.9692022,-95.6961805,Cypress,SEC Hwy 290 & Spring-Cypress Rd,25901 Highway 290,Cypress,TX,77429-1099,Harris County
29.9693351,-95.5318277,Willowbrook,SEC FM 1960 & Cutten Rd,6801 FM 1960 Rd W,Houston,TX,77069-3803,Harris County
29.9982832,-95.1689595,Atascocita,NWC FM 1960 & W Lake Houston Pkwy,6931 FM 1960 Rd E,Humble,TX,77346-2705,Harris County
29.9997626,-95.5841333,Tomball Parkway,SWC Hwy 249 & Jones Rd,21515 Tomball Pkwy,Houston,TX,77070-1647,Harris County
30.0037179,-90.1844075,Metairie,NEC I-10 & Clearview Pkwy,4500 Veterans Memorial Blvd,Metairie,LA,70006-5330,Jefferson Parish
30.0116519,-97.8654951,Kyle,SWC I-35 & Kyle Pkwy,5188 Kyle Center Dr,Kyle,TX,78640-6137,Hays County
30.0190091,-95.2687114,Humble,SWC Townsen Blvd & US 59,20777 Hwy 59 N,Humble,TX,77338-2209,Harris County
30.0201782,-90.2474003,Kenner,SEC W Esplande Ave & Cattle Farm Rd,1401 W Esplanade Ave,Kenner,LA,70065-2845,Jefferson Parish
30.0498983,-95.43522,Houston North Central,SWC Cypresswood Dr & I-45,19511 I H 45,Spring,TX,77388-6015,Harris County
30.0803319,-95.7362181,Houston Tomball North,NWC State Hwy 249 & FM 2920,14302 FM 2920 Rd,Tomball,TX,77377-5504,Harris County
30.1021063,-81.7256735,Fleming Island,NWC US 17 & Hwy 220,1490 County Rd 220,Orange Park,FL,32003-7927,Clay County
30.1265511,-94.1527447,Beaumont,NEC Hwy 69/96 & Dowlen Rd,5850 Eastex Fwy,Beaumont,TX,77708-4824,Jefferson County
30.1607056,-92.0490258,Lafayette,NWC Ambsdr Caffrey Pkwy & Kaliste,4313 Ambassador Caffery Pkwy,Lafayette,LA,70508-6703,Lafayette Parish
30.1610561,-97.7920239,Austin Southpark,SWC Slaughter Ln & I-35,9500 S IH 35,Austin,TX,78748-1753,Travis County
30.16982,-95.4536808,Woodlands,NWC Lake Woodlands Dr & I-45,1100 Lake Woodlands Dr,The Woodlands,TX,77380-3221,Montgomery County
30.1746653,-97.9294866,Four Points,NEC FM 2222 & FM 620,11220 FM 2222,Austin,TX,78730-1001,Hays County
30.1881625,-81.6297956,Jacksonville Mandarin,NWC San Jose Blvd & Hartley Rd,10490 San Jose Blvd,Jacksonville,FL,32257-6207,Duval County
30.1916494,-85.648693,Panama City,NEC 23rd St & Cove Blvd,2340 Highway 77,Panama City,FL,32405-4404,Bay County
30.1922734,-81.549864,Southside,NEC Southside & Deercreek Club,9041 Southside Blvd,Jacksonville,FL,32256-5484,Duval County
30.1994099,-81.825111,Jacksonville West,NWC Argyle Forest Blvd & Old Middleburg,9525 Crosshill Blvd,Jacksonville,FL,32222-5812,Duval County
30.2001028,-93.2462058,Lake Charles,NEC Nelson Rd & Prien Lake Rd,1720 W Prien Lake Rd,Lake Charles,LA,70601-8361,Calcasieu Parish
30.2191684,-85.8680601,Pier Park,SWC US 98 & Powell Adams Rd,15555 Starfish St,Panama City Beach,FL,32413-2457,Bay County
30.2192973,-95.5680647,Westwood Village,SEC FM 1488 & FM 2978,32858 FM 2978 Rd,Magnolia,TX,77354-6073,Montgomery County
30.2334435,-97.7915789,Austin South,SEC W Ben White S & Lamar Blvd,2300 W Ben White Blvd,Austin,TX,78704-7525,Travis County
30.2337365,-97.8278307,Austin SW,SWC US 290 & Mopac Expwy,5300 S Mo Pac Expy,Austin,TX,78749-1112,Travis County
30.2355134,-81.6945107,Ortega,NEC US 17 & US Naval Air Station,6331 Roosevelt Blvd,Jacksonville,FL,32244-3303,Duval County
30.2534049,-81.3904306,Jacksonville Beach,SWC SR A1A & Turner Butler,490 Marsh Landing Pkwy,Jacksonville Beach,FL,32250-5855,Duval County
30.2604628,-81.5248655,Jacksonville St Johns,NWC I-295 & J Turner Butler,4567 River City Dr,Jacksonville,FL,32246-7411,Duval County
30.2657,-91.9963241,Lafayette N,SWC I-10 & Louisiana Ave,3225 Louisiana Ave,Lafayette,LA,70501-1406,Lafayette Parish
30.2859944,-81.4549481,Jacksonville East,SEC Hodges Blvd & Beach Blvd,13740 Beach Blvd,Jacksonville,FL,32224-1208,Duval County
30.3040955,-87.6796941,Gulf Shores,NEC Hwy 59 & CR 4,3820 Gulf Shores Pkwy,Gulf Shores,AL,36542-2819,Baldwin County
30.3136442,-95.4740193,Conroe,SWC I-45 & Rte 105,503 I 45 N,Conroe,TX,77304-2331,Montgomery County
30.3163585,-97.9543598,Bee Cave,NWC Rt 71 & FM 620,3702 Ranch Rd 620 S,Bee Cave,TX,78738-6304,Travis County
30.3164164,-97.7060882,Austin East,NEC I-35 & Cameron Rd,5621 N I H 35,Austin,TX,78723-2431,Travis County
30.317311,-89.8300557,Slidell,NWC I-12 & Airport Rd,61121 Airport Rd,Slidell,LA,70460-6838,St Tammany Parish
30.3293431,-81.5481499,Regency,NWC Regency Sq & Monument Rd,444 Monument Rd,Jacksonville,FL,32225-6429,Duval County
30.3627666,-97.7154191,Austin North,SEC Research Blvd & Ohlen Rd,8601 Research Blvd,Austin,TX,78758-7121,Travis County
30.3629278,-87.3573511,Pensacola West,NEC Blue Angel Pkwy & Sorrento Rd,2950 S Blue Angel Pkwy,Pensacola,FL,32506-6905,Escambia County
30.3847144,-91.0605828,Baton Rouge Siegen,SEC Siegen Ln & I-10,6885 Siegen Ln,Baton Rouge,LA,70809-4528,East Baton Rouge Parish
30.3913606,-86.4813979,Destin,NEC Hwy 98 & Main St,853 Harbor Blvd,Destin,FL,32541-2709,Okaloosa County
30.3927847,-97.7439653,Austin Arboretum,SEC US 183 & Great Hills Trl,10107 Research Blvd,Austin,TX,78759-5803,Travis County
